2026-09-14T17:54:10.614019564Z [34m2026-09-14 17:54:10.614 UTC 125dd3 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 283ms channel=mychannel txID=14586b8e
2026-09-14T17:54:10.635375484Z [34m2026-09-14 17:54:10.635 UTC 12605f INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=6.013518797s
2026-09-14T17:54:10.635396775Z [34m2026-09-14 17:54:10.635 UTC 126060 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 403ms channel=mychannel txID=932cf77b
2026-09-14T17:54:10.635453683Z [31m2026-09-14 17:54:10.635 UTC 126061 ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635462840Z [34m2026-09-14 17:54:10.635 UTC 126062 INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=5.974286287s
2026-09-14T17:54:10.635477578Z [34m2026-09-14 17:54:10.635 UTC 126063 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 295ms channel=mychannel txID=b2537a3e
2026-09-14T17:54:10.635537873Z [31m2026-09-14 17:54:10.635 UTC 126064 ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635546780Z [34m2026-09-14 17:54:10.635 UTC 126065 INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=6.008644963s
2026-09-14T17:54:10.635565996Z [34m2026-09-14 17:54:10.635 UTC 126066 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 402ms channel=mychannel txID=b3ff72d4
2026-09-14T17:54:10.635602646Z [31m2026-09-14 17:54:10.635 UTC 126067 ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635611363Z [34m2026-09-14 17:54:10.635 UTC 126068 INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=52.050036145s
2026-09-14T17:54:10.635626161Z [34m2026-09-14 17:54:10.635 UTC 126069 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 284ms channel=mychannel txID=e5f0178a
2026-09-14T17:54:10.635731701Z [31m2026-09-14 17:54:10.635 UTC 12606a ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635742011Z [34m2026-09-14 17:54:10.635 UTC 12606c INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=6.013686316s
2026-09-14T17:54:10.635763662Z [31m2026-09-14 17:54:10.635 UTC 12606b ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635772429Z [34m2026-09-14 17:54:10.635 UTC 12606e INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 403ms channel=mychannel txID=f45a9d53
2026-09-14T17:54:10.635776416Z [34m2026-09-14 17:54:10.635 UTC 12606d INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=5.937245754s
2026-09-14T17:54:10.635787668Z [34m2026-09-14 17:54:10.635 UTC 12606f INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 286ms channel=mychannel txID=e9491c45
2026-09-14T17:54:10.635916533Z [31m2026-09-14 17:54:10.635 UTC 126070 ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635925920Z [34m2026-09-14 17:54:10.635 UTC 126072 INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=6.024133783s
2026-09-14T17:54:10.635941250Z [31m2026-09-14 17:54:10.635 UTC 126071 ERRO[0m [gateway] [31;1mendorsementPlan[0m -> PeersForEndorsement failed. error="no peer combination can satisfy the endorsement policy" errorVerbose="no peer combination can satisfy the endorsement policy\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).computeEndorsementResponse\n\t/discovery/endorsement/endorsement.go:174\ngithub.com/hyperledger/fabric/discovery/endorsement.(*endorsementAnalyzer).PeersForEndorsement\n\t/discovery/endorsement/endorsement.go:101\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*registry).endorsementPlan\n\t/internal/pkg/gateway/registry.go:59\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).planFromFirstEndorser\n\t/internal/pkg/gateway/endorse.go:255\ngithub.com/hyperledger/fabric/internal/pkg/gateway.(*Server).Endorse\n\t/internal/pkg/gateway/endorse.go:69\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler.func1\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1122\ngithub.com/hyperledger/fabric/internal/peer/node.serve.unaryGrpcLimiter.func13\n\t/internal/peer/node/grpc_limiters.go:49\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1\n\t/common/grpclogging/server.go:92\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/peer/node.serve.UnaryServerInterceptor.func11\n\t/common/grpcmetrics/interceptor.go:31\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9.1.1\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:25\ngithub.com/hyperledger/fabric/internal/pkg/comm.NewGRPCServerFromListener.ChainUnaryServer.func9\n\t/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34\ngithub.com/hyperledger/fabric-protos-go/gateway._Gateway_Endorse_Handler\n\t/vendor/github.com/hyperledger/fabric-protos-go/gateway/gateway.pb.go:1124\ngoogle.golang.org/grpc.(*Server).processUnaryRPC\n\t/vendor/google.golang.org/grpc/server.go:1429\ngoogle.golang.org/grpc.(*Server).handleStream\n\t/vendor/google.golang.org/grpc/server.go:1855\ngoogle.golang.org/grpc.(*Server).serveStreams.func2.1\n\t/vendor/google.golang.org/grpc/server.go:1064\nruntime.goexit\n\t/usr/local/go/src/runtime/asm_amd64.s:1771" channel=mychannel ChaincodeInterest="chaincodes: <\n  name: \"kvstore\"\n>\n"
2026-09-14T17:54:10.635948133Z [34m2026-09-14 17:54:10.635 UTC 126074 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 403ms channel=mychannel txID=5cbd8497
2026-09-14T17:54:10.635951048Z [34m2026-09-14 17:54:10.635 UTC 126075 INFO[0m [comm.grpc.server] [34;1m1[0m -> unary call completed grpc.service=gateway.Gateway grpc.method=Endorse grpc.peer_address=172.18.0.1:51252 error="rpc error: code = FailedPrecondition desc = no combination of peers can be derived which satisfy the endorsement policy: no peer combination can satisfy the endorsement policy" grpc.code=FailedPrecondition grpc.call_duration=52.04927639s
2026-09-14T17:54:10.635960135Z [34m2026-09-14 17:54:10.635 UTC 126073 INFO[0m [endorser] [34;1mcallChaincode[0m -> finished chaincode: kvstore duration: 403ms channel=mychannel txID=41b779b4
